org,company,og_id
"Sierra Buttes Mine, Sierra City. Dhd","Sierra Buttes Mine, Sierra City. Dhd",16731
"Comfort Mine, Rion Del. Lgp","Comfort Mine, Rion Del. Lgp",16732
Mitchell Creek Gold Mines Limited,Mitchell Creek Gold Mines Limited,16733
"Missouri Mine, Mcalllster. Ehd","Missouri Mine, Mcalllster. Ehd",16734
Cinco De Mayo Mine Pilares De Teras Lgp,NA,16735
Cinco De Mayo Mine Pllares De Teras Lgp,NA,16736
"Hayward Mine, Dayton. Dgd","Hayward Mine, Dayton. Dgd",16737
"Sunnyside Mines, Eureka, San Juan Co.","Sunnyside Mines, Eureka, San Juan Co.",16738
"Green Monster Mine, Goodsprings. Ahd","Green Monster Mine, Goodsprings. Ahd",16739
"Galetta Mine, Galetta. Dhd","Galetta Mine, Galetta. Dhd",16740
Mcpeak Coal Co.,Mcpeak Coal Co.,16741
Ltjipaard Vlei Estate And Gold,Ltjipaard Vlei Estate And Gold,16742
Clare Estate Syndicate Limited,Clare Estate Syndicate Limited,16743
Midland Coal Limited Ron Limited,Midland Coal Limited Ron Limited,16744
Mexico Mines Co.,Mexico Mines Co.,16745
Snell Diamond Company,Snell Diamond Company,16746
"Techatticup Mine, Nelson. Ehd","Techatticup Mine, Nelson. Ehd",16747
"Teohatticup Mine, Nelson. Eh","Teohatticup Mine, Nelson. Eh",16748
Staunton Syndicate Limited,Staunton Syndicate Limited,16749
Westleigh Estates Company,Westleigh Estates Company,16750
Godavari Estates Limited,Godavari Estates Limited,16751
Rubber And Tin Estates Limited,Rubber And Tin Estates Limited,16752
Henderson s Transvaal Estates Limited Secretary,NA,16753
Consolidated Southern Exploitation,Consolidated Southern Exploitation,16754
Consolidated Smelting Compane Canada Limited,Consolidated Smelting Compane Canada Limited,16755
Vereeniging States Limited,NA,16756
Men. Relief Mining Co,Men. Relief Mining Co,16757
Holt Baby Wear Inc,NA,16758
Glasbrodl Brothers Limited,Glasbrodl Brothers Limited,16759
Nizina Mines Co.,Nizina Mines Co.,16760
Texas Care A S R Co,NA,16761
Kever Limited Covilha Castelo Branco Eh,NA,16762
Chilhcothe Gold Mining & Milling Co,Chilhcothe Gold Mining & Milling Co,16763
Long & Derry Mining M. & Reduction Co,Long & Derry Mining M. & Reduction Co,16764
Union Leasing Mining Co Leadville Lake Co,NA,16765
"Wolcott Mining Co., Leadville, Lake Co.","Wolcott Mining Co., Leadville, Lake Co.",16766
SocietÃ© Des Mines Des Bormettes.,SocietÃ© Des Mines Des Bormettes.,16767
Ibex Standard Mining Co Ophir Tooele Co,NA,16768
Western Mining & Developing Company,Western Mining & Developing Company,16769
Aitchee Luck Gold Mining Company,Aitchee Luck Gold Mining Company,16770
L Stevens Company,NA,16771
Approponsu Ashanti Syndicate Limited,Approponsu Ashanti Syndicate Limited,16772
Agent Independent Lock Company,NA,16773
Bagdad Chase Gold Mining Co,Bagdad Chase Gold Mining Co,16774
Phoenix Merthyr Colliery Limited,Phoenix Merthyr Colliery Limited,16775
Nonpareil Gold Syndicate Limited,Nonpareil Gold Syndicate Limited,16776
New Rhodesia Mine Limited,New Rhodesia Mine Limited,16777
Antenior Matabele Gold Mines Limited,Antenior Matabele Gold Mines Limited,16778
New Rhodesia Mines Limited,New Rhodesia Mines Limited,16779
Andalucian Oilfields Limited,Andalucian Oilfields Limited,16780
Rhodesian And Genearal Corporation Limited,Rhodesian And Genearal Corporation Limited,16781
The Hants County,NA,16782
The Engineering Depart,NA,16783
The Austin Motor Company,NA,16784
Virginia Smelting Co.,Virginia Smelting Co.,16785
Consolidated Asbestos Co. Ltd,Consolidated Asbestos Co. Ltd,16786
Virginia Industrial Chemical Co.,Virginia Industrial Chemical Co.,16787
Russell Gold Mining Company,Russell Gold Mining Company,16788
Loweswater Lead Company,Loweswater Lead Company,16789
New Year Mining Co.,New Year Mining Co.,16790
Mount Bischoff Tin Mining Company,NA,16791
Mount Bis Nlngwco Registered,Mount Bis Nlngwco Registered,16792
Nile Development Syndicate Limited,Nile Development Syndicate Limited,16793
Royal Oak Mining Company,Royal Oak Mining Company,16794
Elder Collieries Limited,Elder Collieries Limited,16795
Columbus Rexall Cons. Mining Co.,Columbus Rexall Cons. Mining Co.,16796
Santa Isabel Mining Co Quartz Tuolumne Co,NA,16797
Wall Street Copper Co.,Wall Street Copper Co.,16798
Assistant Eastman Kodak Company,NA,16799
Mt Carbon Company,NA,16800
Eureka Coal Company,Eureka Coal Company,16801
Tanat Valley Coal And Lime Company,Tanat Valley Coal And Lime Company,16802
Copper Ranch Consolidated Mines Co.,Copper Ranch Consolidated Mines Co.,16803
Graigfelen Colliery Company,Graigfelen Colliery Company,16804
Evans Coal & Land Co.,Evans Coal & Land Co.,16805
Black Iron Mining Company,Black Iron Mining Company,16806
Plutus Mining Milling Co Eureka Juab Co,NA,16807
Plutus Mining Co.,Plutus Mining Co.,16808
Broadoak Collieries Limited,Broadoak Collieries Limited,16809
Investment Analyst Lehman Corp,NA,16810
New Dunvant Colliery Company,New Dunvant Colliery Company,16811
Pennsylvania Mining Co Rowena Boulder Co,NA,16812
Foreman,NA,16813
Brit Nic Hyr Company,Brit Nic Hyr Company,16814
East B Evans Company,NA,16815
Intermountain Copper Mining Co.,Intermountain Copper Mining Co.,16816
Keltner Mining Co.,Keltner Mining Co.,16817
Namaqua Copperhead Limited,NA,16818
Namaqua Copper Co.,Namaqua Copper Co.,16819
Min And Mech Engr,NA,16820
Fraser & Co.,Fraser & Co.,16821
Castle Creek Hydraulic Gold M. Co,Castle Creek Hydraulic Gold M. Co,16822
Lewis Evans Syndicate Limited,Lewis Evans Syndicate Limited,16823
Glynhir Steam Gas And House,Glynhir Steam Gas And House,16824
"St.louis, Rocky Mountain & Pacific Co.","St.louis, Rocky Mountain & Pacific Co.",16825
"Great Cobar, Limited, Lith Govv. â€“H","Great Cobar, Limited, Lith Govv. â€“H",16826
London Cosmopolitan Mining Limited,London Cosmopolitan Mining Limited,16827
Product Steel Castings Converter And,Product Steel Castings Converter And,16828
Cefn Bryn Colliery Company,Cefn Bryn Colliery Company,16829
Farms Explo Itation Limite,Farms Explo Itation Limite,16830
Crown Diamond Mining And Exploration Limited,NA,16831
Roberts Victor Diamonds Limited Bosh Of,NA,16832
Crown Diamond Mining Exploration Co Limited,NA,16833
"Chillagoe, Limited, Chillagoe. â€“H","Chillagoe, Limited, Chillagoe. â€“H",16834
Bagdad-Chase Gold Mining Company,Bagdad-Chase Gold Mining Company,16835
"Cwm-Ystwyth Mines, Ltd.","Cwm-Ystwyth Mines, Ltd.",16836
Penn,NA,16837
Buta Uele,NA,16838
The Junagadh State,NA,16839
The Geoiogical Society London,NA,16840
The Matgrosso,NA,16841
Analyst And Inspector Mine,NA,16842
Jauro Syndicate Nigeria Limited,Jauro Syndicate Nigeria Limited,16843
Penegarreg Silver Lead Mining Company,Penegarreg Silver Lead Mining Company,16844
British Central Trust Mited,British Central Trust Mited,16845
Hoskins Coal & Coke Co.,Hoskins Coal & Coke Co.,16846
French Creek Gold Mines Company,French Creek Gold Mines Company,16847
Mecca Gold Placer Mining Company,Mecca Gold Placer Mining Company,16848
Escdndalo Mine,NA,16849
Evans Mining Smelting Co Yucca Mohave Co,NA,16850
Merchant &. Evans Co.,Merchant &. Evans Co.,16851
Machavie Gold Mining Co.,Machavie Gold Mining Co.,16852
Eagle Pich Er Lead Co.,Eagle Pich Er Lead Co.,16853
Firth Sterling Steel Co.,Firth Sterling Steel Co.,16854
North American Mining Co,North American Mining Co,16855
West Randt Development Syndicate Limited,West Randt Development Syndicate Limited,16856
Yellow Jacket Crown Prince Mines Carrizzo Lgp,NA,16857
"Crow N Mines, Limited, Johannesburg. Bh","Crow N Mines, Limited, Johannesburg. Bh",16858
Atmospheric Nitrogen Corp,NA,16859
Csub. Of Greene Cananea Copper Co,Csub. Of Greene Cananea Copper Co,16860
Anglo Ural Mining Syndicate Limited,Anglo Ural Mining Syndicate Limited,16861
Mona Parys Mine Limited Amlwch Anglesey Fg,NA,16862
Ore Supply Co.,Ore Supply Co.,16863
Great Hill Gold Mines Limited,Great Hill Gold Mines Limited,16864
Rock Island Coal Mining Co,NA,16865
Santa Ana Gold Mining Co. Ltd,Santa Ana Gold Mining Co. Ltd,16866
Rothwell Coal Co.,Rothwell Coal Co.,16867
Evatt & Co.,Evatt & Co.,16868
"Eureka Mines, Eureka. Utah.","Eureka Mines, Eureka. Utah.",16869
"Eureka Mines, Eureka, Utah.","Eureka Mines, Eureka, Utah.",16870
With French Hubbard Consulting Engineers,NA,16871
Pinos Altos Gold Mining Company,NA,16872
Eureka Mining Company,Eureka Mining Company,16873
Santa Eulalia Mining Co.,Santa Eulalia Mining Co.,16874
Socony Oil Company,NA,16875
Bevin Brothers Manufacturing Company,NA,16876
Manager Keystone Engineering Corp,NA,16877
National Exploration Mining And Invest,National Exploration Mining And Invest,16878
New See Syndicate Limited,New See Syndicate Limited,16879
Hill Mines Co.,Hill Mines Co.,16880
Sea Bird Gold Mining Co,Sea Bird Gold Mining Co,16881
Boston Mexico Gold Copper Mining Company,NA,16882
Amazon Dixie Mining Co,Amazon Dixie Mining Co,16883
Wagner Azurite Copper Co.,Wagner Azurite Copper Co.,16884
Amazon Dixie Mining Co.,Amazon Dixie Mining Co.,16885
Mcknight Mining Co.,Mcknight Mining Co.,16886
Boston Mexico Gold Copper Mining Co,NA,16887
Empress Josephine Mining Company,Empress Josephine Mining Company,16888
Western Ore Purchasing Co,NA,16889
North American Exploitation Company,North American Exploitation Company,16890
"In Victa, Limited, Erfbloem","In Victa, Limited, Erfbloem",16891
Cardiff Hematite Iron Ore Limited,Cardiff Hematite Iron Ore Limited,16892
Rca Communications Inc,NA,16893
Rowe Burke Mining Co.,Rowe Burke Mining Co.,16894
Woodside Eureka Mining Company,Woodside Eureka Mining Company,16895
Normanton Blue Grit Stone Quarries,Normanton Blue Grit Stone Quarries,16896
Care Of Ribon March,NA,16897
Broken Hill South Silver Mining Company,NA,16898
Clare J Hotfman Inc,NA,16899
Manager Concordia Gallia Corp,NA,16900
B F Goodrich Company,NA,16901
With The Lignum Inversion Co,NA,16902
Hercules Steel Casting Co.,Hercules Steel Casting Co.,16903
Umbeloosi Exploration Land And Mining,Umbeloosi Exploration Land And Mining,16904
Alta Copper & Silver Mining Co.,Alta Copper & Silver Mining Co.,16905
Basin Mining Co.,Basin Mining Co.,16906
Cody-Dyer Mining &. Milling Co.,Cody-Dyer Mining &. Milling Co.,16907
Drift Electric Power Electric Cutters Locomotives Men Whitaker Glessner Company,NA,16908
Staff Longview Fiber Company,NA,16909
Tulloch Mine Angels Camp Calaveras Co,NA,16910
Oklahoma Gold Mining Co.,Oklahoma Gold Mining Co.,16911
The C H W Wood Co Civil Engineers And Surveyors,NA,16912
Westwoeth Gold Fields,Westwoeth Gold Fields,16913
Esmeraldapconsoudtkted Minesmeyico Limited Ilp,NA,16914
Cornish Exploration Company,Cornish Exploration Company,16915
Metalmines Syndicate Limited,Metalmines Syndicate Limited,16916
Field Mining & Milling Co.,Field Mining & Milling Co.,16917
Dareheib And African Syndicate Limited,Dareheib And African Syndicate Limited,16918
"Moor Row Mine, Moor Row, Cumberland. Eh","Moor Row Mine, Moor Row, Cumberland. Eh",16919
Guildford Loddon Deep Leads Limited,Guildford Loddon Deep Leads Limited,16920
East Kootenay Exploration Syndicate Limited,East Kootenay Exploration Syndicate Limited,16921
Mining Engineers Leasing Exploiting Co,NA,16922
North Amebican Explokation,North Amebican Explokation,16923
South Chilian Syndicate Limited,South Chilian Syndicate Limited,16924
Annadale Rhodesia Exploration Limited,Annadale Rhodesia Exploration Limited,16925
Lery Mining Company,Lery Mining Company,16926
Murchison Range Prospecting And Developing,Murchison Range Prospecting And Developing,16927
Providence Tin Mines Limited,Providence Tin Mines Limited,16928
Anglo General Exploration Limited,NA,16929
Heidelberg Roodepoort Gold Mining Company,NA,16930
Gold Coast Machinery And Trading Limited,NA,16931
Kharaskhoma Exploring And Prospecting Syndicate,Kharaskhoma Exploring And Prospecting Syndicate,16932
Randfqntein Extensions Limited,NA,16933
Colo Benguet Cons M Co,NA,16934
War Eagle Mining Dev Company,NA,16935
Bendigo Mines Co.,Bendigo Mines Co.,16936
Red Mountain Cons. Copper Mines Co.,Red Mountain Cons. Copper Mines Co.,16937
Pittsburgh Iron &. Steel Foundries Co,Pittsburgh Iron &. Steel Foundries Co,16938
Bv Sm Ref Company,NA,16939
New Nigerian And General Trust,New Nigerian And General Trust,16940
Business Cambridge,NA,16941
Sunbeam Gold Mining Company,Sunbeam Gold Mining Company,16942
New Maknassy Phosphates Co.,New Maknassy Phosphates Co.,16943
Peter Copper Glue Factory,NA,16944
White Motor Company,NA,16945
Big Four Leasing Company,Big Four Leasing Company,16946
Piermont Mines Co.,Piermont Mines Co.,16947
Llanddulas Quarry Company,Llanddulas Quarry Company,16948
Cawdor And Garnant Collieries Limited,Cawdor And Garnant Collieries Limited,16949
Newcastle Granite And Whinstone Limited,Newcastle Granite And Whinstone Limited,16950
Tabkwa Banket West,Tabkwa Banket West,16951
Fairbairn Leasing Co.,Fairbairn Leasing Co.,16952
Foster Cobalt Mining Co.,Foster Cobalt Mining Co.,16953
Ambursen Engineering Corp,NA,16954
Fairbanks Steam Shovel Co.,Fairbanks Steam Shovel Co.,16955
Canadian Seamless Wire Company,NA,16956
Passaic Rolling Mill Company,NA,16957
Army Air Corp,NA,16958
Gilpin Independence Mining Company,Gilpin Independence Mining Company,16959
Triangle Mining Company,Triangle Mining Company,16960
Brooklyn Mining Co Central City Gilpin Co,NA,16961
Gilpin Independence Mining Co,Gilpin Independence Mining Co,16962
"Wilson Mining Co., Robinson, Summit Co.","Wilson Mining Co., Robinson, Summit Co.",16963
Middlesboro Collieries Limited Middlesboro Fgp,NA,16964
Martin & Co.,Martin & Co.,16965
Central R,NA,16966
"Northern Customs Concentrators, Ltd.","Northern Customs Concentrators, Ltd.",16967
Mining Corporation Of Canada Limited Cobalt Ahd,NA,16968
Subsidiary Of Mining Corporation Of,Subsidiary Of Mining Corporation Of,16969
Union Mines Co.,Union Mines Co.,16970
Mount Bischoff Tin Mining Co,Mount Bischoff Tin Mining Co,16971
Broken Hill South Silver Mining Co,Broken Hill South Silver Mining Co,16972
Markilda Mining Co.,Markilda Mining Co.,16973
Baenkehei Mine Netlandsneset Via Flekkefjord Lg,NA,16974
Acme Mines Limited Adjutqr Syndicate,Acme Mines Limited Adjutqr Syndicate,16975
Mohawk M Company,NA,16976
Cartes Mines Co.,Cartes Mines Co.,16977
Cock s Pioneer Gold Tin Mines N l Eldorado Fh,NA,16978
Manager Metropolitan Coal Company,NA,16979
P International Nickel Company,NA,16980
South Milk Products Inc,NA,16981
P Gregg Car Company,NA,16982
Manager Independent Lock Company,NA,16983
Falk Company,Falk Company,16984
Acme Bottling Company,NA,16985
Laurier Mining Co.,Laurier Mining Co.,16986
Men. Fidelity Mining &. Development Co,Men. Fidelity Mining &. Development Co,16987
Men. Fidelity Mining . Development Co,Men. Fidelity Mining . Development Co,16988
Harehope Mining And Quarrying Limited,Harehope Mining And Quarrying Limited,16989
Halifax Gold Mining Co.,Halifax Gold Mining Co.,16990
Victoria Street,NA,16991
Caribou Gold Mines Co.,Caribou Gold Mines Co.,16992
Arundel Street Strand,Arundel Street Strand,16993
New Pantmawr Limited,New Pantmawr Limited,16994
Bethlehem,NA,16995
Faretta Quicksilver Mines Battle Mountain Mgp,NA,16996
Manager Lamson Brothers Company,NA,16997
"Lulu Geronimo Mine, Asientos. D.","Lulu Geronimo Mine, Asientos. D.",16998
Aost Central Mining Company,Aost Central Mining Company,16999
Antrim Ims Aqsta Central Mining,Antrim Ims Aqsta Central Mining,17000
St Mary S Univ,NA,17001
Metals Exploration Company,Metals Exploration Company,17002
Socket Manufacturing Company,NA,17003
Hardshell Mining Co.,Hardshell Mining Co.,17004
Pneumatic Concentrating Company,Pneumatic Concentrating Company,17005
Gold Farms Exploration Company,Gold Farms Exploration Company,17006
Opa Nge Girov Estate Limited,Opa Nge Girov Estate Limited,17007
South Rhodesia Land Mining,South Rhodesia Land Mining,17008
Westfleld,NA,17009
Atchison Topeka Santa F E Ry,NA,17010
Crystal Lake Gold Mining Co,Crystal Lake Gold Mining Co,17011
Concord Division Boston And Maine R R,NA,17012
Pretoria Copper Amotion Fields Limited,Pretoria Copper Amotion Fields Limited,17013
Farnam Bros Co,NA,17014
Chitina-Kuskulana Copper Co.,Chitina-Kuskulana Copper Co.,17015
Men. Chitina Kuskulana Copper Co,Men. Chitina Kuskulana Copper Co,17016
Home Lode Mine,NA,17017
Galena Smelting & Manufacturing Company,Galena Smelting & Manufacturing Company,17018
Consolidated Railway Electric Lighting And Equipment Co,NA,17019
Chippewa Iron Mining Co.,Chippewa Iron Mining Co.,17020
Harlem Chou Teau Co,NA,17021
Bullion Beck & Champion Mining Company,Bullion Beck & Champion Mining Company,17022
Horn Silver Mining Company,Horn Silver Mining Company,17023
Mineral Range Iron Mining Company,Mineral Range Iron Mining Company,17024
Metallurgist Crucible Steel Company,NA,17025
Montague Gold Mining Co.,Montague Gold Mining Co.,17026
Savage Arms Corp,NA,17027
Appointed Mine,NA,17028
British Broken Hill Proprietary Mine,NA,17029
Analyst Lever Brothers Company,NA,17030
Congoleum Nairn Inc,NA,17031
Forker Aircraft Corp,NA,17032
Eg Budd Manufacturing Company,NA,17033
United Conveyor Corp,NA,17034
Manager United Conveyor Corp,NA,17035
New York-Idaho Mining Co.,New York-Idaho Mining Co.,17036
Southern Forbes Reef Company,Southern Forbes Reef Company,17037
Forbes Reef Gold Mining Company,Forbes Reef Gold Mining Company,17038
Benoni Claim Gold Mining And,Benoni Claim Gold Mining And,17039
Shelby Iron Co.,Shelby Iron Co.,17040
Irainerd Cuyuna Mining Co.,Irainerd Cuyuna Mining Co.,17041
Wltwaters Rand Gold Mining Com,Wltwaters Rand Gold Mining Com,17042
Draftsman Erie Railroad Company,NA,17043
Grand Central Mining Co.,Grand Central Mining Co.,17044
Copper State Mining Co,NA,17045
Easterni Rand Exploration Limited,Easterni Rand Exploration Limited,17046
Silverado Mining Co.,Silverado Mining Co.,17047
Scranton Steel Company,NA,17048
Etruscan Copper Estates Limited,Etruscan Copper Estates Limited,17049
Dy Mach Company,NA,17050
Missouri Furnace Company,NA,17051
Lynchburg Iron Company,NA,17052
Glamorgan Iron Company,NA,17053
Society Girl Mining Co.,Society Girl Mining Co.,17054
Golconda Nevada Mining Co.,Golconda Nevada Mining Co.,17055
"Curtz Mine, Markleeville. 123","Curtz Mine, Markleeville. 123",17056
Director Mclaurin Jones Company,NA,17057
Farrell Cheek Steel Foundry Co.,Farrell Cheek Steel Foundry Co.,17058
Garfield Mining & Milling Company,Garfield Mining & Milling Company,17059
